addressString,fullAddress,score,precision,faults,X,Y,Cultivar,Blooming
1700 Pendrell St,"1700 Pendrell St, Vancouver, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1392368,49.2869691,Accolade,03/14-03/26
Lost Lagoon Path Vancouver,"Lost Lagoon Rd, Vancouver, BC",74,STREET(78),"[STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-123.1366017,49.2966086,Accolade,03/14-03/26
2121 Alma St,"2121 Alma St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1863831,49.2674996,Accolade,03/14-03/26
Buena Vista,"Buena Vista Rd, West Kelowna, BC",63,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.5419877,49.8681607,Accolade,03/14-03/26
Southmere crescent-17Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Accolade,03/14-03/26
16A Ave 142St,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Accolade,03/14-03/26
Northcrest Dr and 28 Ave,"28 Ave and Northcrest Dr, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8275696,49.0530003,Accolade,03/14-03/26
141Str,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Accolade,03/14-03/26
12 Ave west from 161A St,"161 A St, Abbotsford, BC",85,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, PROVINCE.missing:1]",-122.2608731,49.0053506,Accolade,03/14-03/26
16 Ave near 133 St,"133 St. Andrews Dr, Kaleden, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.6378912,49.3350885,Accolade,03/14-03/26
134B St near 17 Ave,"17 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1151606,54.6597504,Accolade,03/14-03/26
19Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Accolade,03/14-03/26
134 St at 24 Ave,"24 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1153164,54.6597942,Accolade,03/14-03/26
129 St at 21A Ave,"21 A Rd, Tahsis, BC",82,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-126.6570095,49.9270211,Accolade,03/14-03/26
141aStr north from 18 Ave,"18 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1152122,54.6598044,Accolade,03/14-03/26
18 Ave east of 145 St,"145 St. Georges Ave, North Vancouver, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0758034,49.3114518,Accolade,03/14-03/26
Oxford St,"Oxford St, Port Alberni, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-124.8461728,49.2721741,Accolade,03/14-03/26
138A St near 23 Ave,"23 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1152648,54.6597402,Accolade,03/14-03/26
138 St and 19A Ave,"138 St and 19A Ave, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8405762,49.037421,Accolade,03/14-03/26
20 Ave near 150 St,"150 St. Andrews St, Victoria, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.3695056,48.412985,Accolade,03/14-03/26
129B St corner 20 Ave,"20 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.115247,54.659801,Accolade,03/14-03/26
Beecher Str,"Beecher St, Surrey, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.878267,49.0535715,Accolade,03/14-03/26
golf field in Rosemary Heights area,"golf course access road, Furry Creek, BC",39,STREET(78),"[STREET_NAME.partialMatch:1, LOCALITY.spelledWrong:2, LOCALITY.notMatched:35, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.2174591,49.5826925,Accolade,03/14-03/26
corner 18Ave(west) and 127A Str.(North to 19),"127 A St, Abbotsford, BC",60,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.notMatched:35, PROVINCE.missing:1]",-122.2608743,49.0052161,Accolade,03/14-03/26
13502-13580 27 Ave,"UNIT 13502 -- 13580 27 Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8459589,49.0511539,Accolade,03/14-03/26
133aStr from Marine Dr.,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Accolade,03/14-03/26
15046 Buena Vista Ave,"15046 Buena Vista Ave, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8052157,49.0237778,Accolade,03/14-03/26
Westlawn and Beta,"Beta Ave and Westlawn Dr, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9988088,49.2737689,Afterglow,03/24-04/07
Cliff,"Cliff Trail, Hornby Island, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-124.6906968,49.5235837,Afterglow,03/24-04/07
Victory & Dow,"Dow Ave and Victory St, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0031105,49.2184473,Afterglow,03/24-04/07
6916 Carnegie St,"6916 Carnegie St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9610336,49.2766844,Afterglow,03/24-04/07
6874 Carnegie St,"6874 Carnegie St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.962298,49.276684,Afterglow,03/24-04/07
7196 Dow Ave,"7196 Dow Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0027181,49.218594,Afterglow,03/24-04/07
Elgin Street,"Elgin St, New Westminster, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9119658,49.2146774,Afterglow,03/24-04/07
Balaclava,"Balaklava Island, BC",64,LOCALITY(68),"[LOCALITY.partialMatch:1, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-127.6239656,50.8548743,Afterglow,03/17-03/31
19711 Willowbrook Dr,"19711 Willowbrook Dr, Township of Langley, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.6763462,49.1171807,Afterglow,03/28-04/12
Heather at 67th,"Heather Trail, Manning Park, BC",38,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.notMatched:35, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-120.7690623,49.1539915,Afterglow,03/24-04/07
Prince Edward,"Edward Ave, Prince Rupert, BC",63,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, STREET_TYPE.spelledWrong:1, STREET_TYPE.notPrefix:0, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-130.3031618,54.3169734,Afterglow,03/24-04/07
40th west of Yew,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Akebono,03/18-04/01
39th east of Balsam,"BSMT -- 39 East of Croker Island, Indian Arm, BC",73,BLOCK(99),"[STREET_NAME.partialMatch:1, UNIT_DESIGNATOR.notMatched:1, UNIT_DESIGNATOR.spelledWrong:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-122.8550741,49.4281834,Akebono,03/18-04/01
4768 Narvaez Dr,"4768 Narvaez Dr, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1617631,49.2439314,Akebono,03/18-04/01
4626 Elm St,"4626 Elm St, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1647698,49.2448392,Akebono,03/18-04/01
2705 W 24th Ave,"2705 W 24th Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.16552,49.2512181,Akebono,03/18-04/01
Central Park,"Central Pk, Merritt, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-120.7821494,50.1186831,Akebono,03/18-04/01
Chesham,"Cheam IR, BC",64,LOCALITY(68),"[LOCALITY.partialMatch:1, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-121.7701016,49.198717,Akebono,03/18-04/01
southoak cresent,"Southoaks Cres, Burnaby, BC",64,STREET(78),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.spelledWrong:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9669606,49.2178652,Akebono,03/18-04/01
Nelson,"Nelson, BC",67,LOCALITY(68),[PROVINCE.missing:1],-117.2955556,49.4930555,Akebono,03/18-04/01
Georgia,"Georgia Viaduct, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1044967,49.2771718,Akebono,03/18-04/01
Westlawn Dr,"Westlawn Dr, Burnaby, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.997981,49.2740994,Akebono,03/18-04/01
Grant Pl,"Grant Pl, Burnaby, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9623967,49.2706977,Akebono,03/18-04/01
Patterson at Bond,"Bond Siding, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-121.4050819,55.8672293,Akebono,03/18-04/01
Buchanan at Rosser,"Rossland, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-117.8019444,49.0766667,Akebono,03/18-04/01
Barker and Sardis,"Barker Ave and Sardis St, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0110941,49.2340419,Akebono,03/18-04/01
Sussex and Shepherd,"Shepherd St and Sussex Ave, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9977815,49.2324064,Akebono,03/18-04/01
McKay from Irmin to Carson,"Carson in Grand Forks, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-118.5094444,49.0052778,Akebono,03/18-04/01
Clinton,"Clinton, BC",67,LOCALITY(68),[PROVINCE.missing:1],-121.5866667,51.0913889,Akebono,03/18-04/01
Rumble and Gilley,"Gilley Ave and Rumble St, Burnaby, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9720044,49.2147213,Akebono,03/18-04/01
McGregor near Ewart,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Akebono,03/18-04/01
Dow Ave south of Rumble,"Rumble Beach in Port Alice, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-127.4844444,50.4275,Akebono,03/18-04/01
Waverley north of Rumble,"Rumble Beach in Port Alice, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-127.4844444,50.4275,Akebono,03/18-04/01
Randolph Ave.,"Randolph Ave, Burnaby, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9733257,49.2220339,Akebono,03/18-04/01
Gilley Ave,"Gilley Ave, Maple Ridge, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.5903543,49.2140345,Akebono,03/18-04/01
Oxford and Willingdon,"N Willingdon Ave and Oxford St and Penzance Dr, Burnaby, BC",63,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_NAME.notMatched:12, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0030436,49.2855138,Akebono,03/18-04/01
Cambrdige and Madison,"Cambridge Pl and Manson St, Mission, BC",73,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, STREET_NAME.spelledWrong:2, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.2661437,49.150874,Akebono,03/18-04/01
4405 Central Blvd,"4405 Central Blvd, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0042019,49.2268691,Akebono,03/18-04/01
4527 William St,"4527 William St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0021185,49.274014,Akebono,03/18-04/01
Edmonds SkyTrain Burnaby,"Edmonds St, Burnaby, BC",68,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_TYPE.missing:6, PROVINCE.missing:1]",-122.9466967,49.2210525,Akebono,03/18-04/01
2134 BC Parkway,"2134 BC Mine Rd, Grand Forks, BC",84,BLOCK(99),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-118.5371268,49.1309713,Akebono,03/18-04/01
625 North Rd,"625 North Rd, Coquitlam, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8924197,49.2552632,Akebono,03/18-04/01
7799 18th St,"7799 18th St, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9491707,49.2085899,Akebono,03/18-04/01
8 Burlington Ave,"8 Wellington Ave, Chilliwack, BC",86,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-121.9694457,49.1764863,Akebono,03/18-04/01
5000 Imperial St,"5000 Imperial St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9923218,49.2216556,Akebono,03/18-04/01
4941 Anola Dr,"4941 Anola Dr, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9912872,49.2654228,Akebono,03/18-04/01
1998-2012 Gamma Ave,"UNIT 1998 -- Gamma Ave, Burnaby, BC",65,STREET(78),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, CIVIC_NUMBER.notInAnyBlock:1, PROVINCE.missing:1]",-122.9947077,49.2800433,Akebono,03/18-04/01
2 Roper Ave,"Roper Ave, Burnaby, BC",66,STREET(78),"[LOCALITY.missing:10, CIVIC_NUMBER.notInAnyBlock:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9997081,49.2502414,Akebono,03/18-04/01
588 12th St,"588 Twelfth St, New Westminster, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9305653,49.207122,Akebono,03/18-04/01
8987 Monroe Ave,"8987 Monroe Ave, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9053874,49.2360046,Akebono,03/18-04/01
5275 Schou St,"5275 Schou St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9878379,49.2545914,Akebono,03/18-04/01
7938 13th Ave,"7938 13th Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9291115,49.2216392,Akebono,03/18-04/01
6957-6961 Waltham Ave,"UNIT 6957 -- 6961 Waltham Ave, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9761559,49.2201905,Akebono,03/18-04/01
6615-6653 Southoaks Crescent,"UNIT 6615 -- 6653 Southoaks Cres, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9663731,49.2178099,Akebono,03/18-04/01
4085-4119 Kincaid St,"UNIT 4085 -- 4119 Kincaid St, Saanich, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.3801946,48.4791368,Akebono,03/18-04/01
6615-6639 Telford Ave,"UNIT 6615 -- 6639 Telford Ave, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0056748,49.2231249,Akebono,03/18-04/01
6130-6168 Wilson Ave,"UNIT 6130 -- 6168 Wilson Ave, Burnaby, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0104195,49.2279515,Akebono,03/18-04/01
5892 Charles St,"5892 Charles St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9784864,49.272265,Akebono,03/18-04/01
6440 Royal Oak Ave,"6440 Royal Oak Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9884496,49.2259077,Akebono,03/18-04/01
5080 Sanders St,"5080 Sanders St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9908083,49.2276402,Akebono,03/18-04/01
64 Central Blvd,"64 C St, Okanagan Falls, BC",85,BLOCK(99),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.5590559,49.3380922,Akebono,03/18-04/01
6588 Southoaks Crescent,"6588 Southoaks Cres, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9690983,49.2178431,Akebono,03/18-04/01
7028 17th Ave,"7028 17th Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9559074,49.2124084,Akebono,03/18-04/01
Highland Park Line Trail Burnaby,"Highland Crt, Burnaby, BC",71,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-122.9104052,49.2789258,Akebono,03/18-04/01
7122 Mary Ave,"7122 Mary Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9459545,49.2233069,Akebono,03/18-04/01
7531 Rosewood St,"7531 Rosewood St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9463923,49.2245805,Akebono,03/18-04/01
7485 Salisbury Ave,"7485 Salisbury Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9575135,49.2153366,Akebono,03/18-04/01
7671 Ulster St,"7671 Ulster St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.945982,49.2272716,Akebono,03/18-04/01
7777 Mayfield St,"7777 Mayfield St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9456956,49.2301643,Akebono,03/18-04/01
6733 Walker Ave,"6733 Walker Ave, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9557332,49.2227163,Akebono,03/18-04/01
7355 Morley St,"7355 Morley St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9583211,49.2266835,Akebono,03/18-04/01
7390-7398 Stanley St,"UNIT 7390 -- 7398 Stanley St, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9585493,49.2284479,Akebono,03/18-04/01
Deer Lake Parkway Urban Trail Burnaby,"Deer Lake Pky, Burnaby, BC",74,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, PROVINCE.missing:1]",-122.988118,49.2399269,Akebono,03/18-04/01
4313 Alderwood Crescent,"4313 Alderwood Cres, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0076385,49.242558,Akebono,03/18-04/01
6338 Pearl Ave,"6338 Pearl Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9869423,49.2267124,Akebono,03/18-04/01
Kyle St Burnaby,"Kyle St, Burnaby, BC",77,STREET(78),[PROVINCE.missing:1],-122.9997298,49.245062,Akebono,03/18-04/01
5315 Buckingham Ave,"5315 Buckingham Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9635334,49.2364066,Akebono,03/18-04/01
6720 Burns St,"6720 Burns St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9642045,49.225516,Akebono,03/18-04/01
5435 Sperling Ave,"5435 Sperling Ave, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9659368,49.2366094,Akebono,03/18-04/01
5775-5785 Royal Oak Ave,"UNIT 5775 -- 5785 Royal Oak Ave, Burnaby, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.9890186,49.232009,Akebono,03/18-04/01
4728 Parker St,"4728 Parker St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9963601,49.2752952,Akebono,03/18-04/01
3630 Lozells Ave,"3630 Lozells Ave, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9420259,49.2511281,Akebono,03/18-04/01
2717 Lake City Way,"2717 Lake City Way, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9384544,49.2598134,Akebono,03/18-04/01
5770 Charles St,"5770 Charles St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9800393,49.2722635,Akebono,03/18-04/01
7971 Meadowood Dr,"7971 Meadowood Dr, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9347881,49.2637361,Akebono,03/18-04/01
2820 Production Way,"2820 Production Way, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9154525,49.2584285,Akebono,03/18-04/01
9375 Cameron St,"9375 Cameron St, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9014837,49.2535162,Akebono,03/18-04/01
481 Alpha Ave,"481 Alpha Ave, Burnaby, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0003245,49.2802763,Akebono,03/18-04/01
4931 Hastings St,"4931 Hastings St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.9911652,49.2803841,Akebono,03/18-04/01
7220-7226 BC-7A,"7 A Rd, Tahsis, BC",79,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-126.656925,49.9266496,Akebono,03/18-04/01
4106 Georgia St,"4106 Georgia St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.0138654,49.2781049,Akebono,03/18-04/01
4102 McGill St,"4102 McGill St, Burnaby, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.013816,49.288048,Akebono,03/18-04/01
